Universidad,Tipo,Especialidad.SubEspecialidad,Modalidad,Serum,SNCDS,X1er.Niv.,X5to.Sup.,Prom.Pre,ENAM,Examen,Factor.A.,Nota.Final,Sede
UNSA,Esp.,CARDIOLOGIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/AREQUIPA,8,NA,1,NA,1.685,1,42,21.2,74.885,Hospital Regional Honorio Delgado Espinoza - Arequipa
UNMSM,Esp.,UROLOGIA,Libre,10,NA,NA,1,1.929,2,59.6,15.2,89.729,Hospital Nacional Guillermo Almenara Irigoyen
CENTRO 1,Esp.,GENETICA MEDICA,Libre,6,NA,NA,NA,1.434,NA,41.2,15.2,63.834,Centro de Salud Pachacamac DIRIS Lima Sur
UNMSM,Esp.,PSIQUIATRIA,Libre,2,NA,NA,NA,2.82,NA,22,15.2,42.02,NA
URP,Esp.,PATOLOGIA CLINICA,Libre,10,NA,NA,NA,1.63,1,44.4,15.2,72.23,Hospital San Jose - Callao
USMP,Esp.,CIRUGIA GENERAL,Cautiva/Ejercito,10,NA,1,NA,1.525,NA,39.6,21.2,73.325,Hospital Militar Central
UNMSM,Esp.,CARDIOLOGIA,Libre,10,NA,NA,1,1.916,2,58.4,15.2,88.516,Instituto Nacional Cardiovascular Carlos A. Peschiera - INCOR
UPCH,Esp.,CIRUGIA PLASTICA,Libre,8,NA,4,NA,1.576,NA,35.6,15.2,64.376,NA
UNMSM,Esp.,CIRUGIA GENERAL,Cautiva/Naval,10,NA,NA,NA,1.803,NA,35.6,21.2,68.603,Centro Medico Naval Cirujano Mayor Santiago Tavara
CENTRO 2,Sub.,NEUROCIRUGIA PEDIATRICA,Libre,10,NA,NA,NA,1.663,NA,36.8,5.6,54.063,NA
UCV,Esp.,CIRUGIA GENERAL,Libre,8,NA,3,NA,1.385,NA,42,15.2,69.585,Hospital de Apoyo Chepen La Libertad
UPCH,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,8,NA,NA,NA,1.958,1,56.8,15.2,82.958,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,2.051,2,55.2,15.2,85.451,NA
UPLA,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,1.719,NA,21.6,15.2,46.519,NA
UNFV,Esp.,PEDIATRIA,Libre,8,NA,NA,1,2.5,1,49.2,15.2,76.9,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.6,NA,43.6,15.2,70.4,Hospital Nacional Arzobispo Loayza
URP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.547,1.5,60,15.2,88.247,NA
UPCH,Esp.,NEFROLOGIA,Libre,10,NA,2,1,2.44,1,49.6,15.2,81.24,Hospital Nacional Arzobispo Loayza
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,3.403,NA,34,15.2,60.603,NA
UCSM,Esp.,DERMATOLOGIA,Cautiva/ESSALUD,10,NA,4,NA,3.128,NA,33.2,21.2,71.528,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.884,1,48.8,15.2,74.884,Hospital Departamental de Huancavelica
UNFV,Esp.,MEDICINA FISICA Y DE REHABILITACION,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,2,NA,4,NA,1.725,1.5,43.2,21.2,73.625,Instituto Nacional de Enfermedades Neoplásicas
USMP,Esp.,CIRUGIA ONCOLOGICA,Libre,10,NA,NA,NA,1.944,1.5,51.2,15.2,79.844,NA
CENTRO 2,Sub.,GASTROENTEROLOGIA PEDIATRICA,Libre,10,NA,NA,1,1.942,1,64,5.6,83.542,Hospital Nacional Edgardo Rebagliati Martins
UNFV,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.615,NA,42.4,15.2,65.215,NA
UPCH,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.832,NA,32.8,15.2,59.832,NA
URP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.724,1,47.2,15.2,73.124,NA
UPAO,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,6,NA,2,NA,1.535,NA,37.2,15.2,61.935,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.741,1,38,15.2,65.941,NA
UNC,Esp.,RADIOLOGIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/CAJAMARCA,10,NA,NA,1,1.752,1,36,21.2,70.952,Hospital Regional Docente Cajamarca
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,1.908,1.5,48.4,15.2,78.008,NA
URP,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.856,1,42,15.2,68.056,NA
UNFV,Esp.,UROLOGIA,Libre,8,NA,NA,NA,1.568,1,35.6,15.2,61.368,NA
UNA,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.399,NA,31.6,15.2,58.199,NA
UNSA,Esp.,OFTALMOLOGIA,Libre,8,NA,NA,NA,1.74,1,40.8,15.2,66.74,NA
URP,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.909,1.5,50.4,15.2,80.009,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,2.042,1.5,49.6,15.2,79.342,NA
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,10,NA,NA,NA,1.864,1,37.2,15.2,65.264,NA
URP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,2,NA,1.529,NA,33.6,21.2,68.329,NA
URP,Esp.,ADMINISTRACION Y GESTION EN SALUD,Libre,8,NA,NA,NA,1.684,1,38.4,15.2,64.284,NA
UNSLGI,Esp.,PATOLOGIA CLINICA,Libre,10,NA,2,1,1.861,NA,40,15.2,70.061,Hospital Regional de Ica
UNMSM,Esp.,REUMATOLOGIA,Libre,10,NA,NA,NA,1.801,1.5,48.4,15.2,76.901,NA
UNT,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,1,1.876,NA,36,15.2,64.076,NA
UNSA,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.663,NA,35.2,15.2,62.063,NA
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,8,NA,NA,NA,1.758,1.5,44.4,15.2,70.858,NA
UNFV,Esp.,NEFROLOGIA,Libre,10,NA,NA,NA,1.61,1,52.8,15.2,80.61,Hospital Nacional Guillermo Almenara Irigoyen
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.944,1.5,54,15.2,82.644,Hospital Nacional Docente Madre Niño San Bartolome
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.758,1,28.8,15.2,56.758,NA
UPCH,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.641,NA,41.2,15.2,66.041,NA
CENTRO 1,Sub.,"CIRUGIA DE COLON,  RECTO Y ANO",Libre,10,NA,NA,NA,1.999,1,53.6,5.6,72.199,NA
USMP,Esp.,ENDOCRINOLOGIA,Libre,6,NA,NA,NA,1.885,1,35.2,15.2,59.285,NA
USMP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.673,NA,34.4,15.2,59.273,NA
UPCH,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,1,1.889,1,46,15.2,75.089,Hospital I Aurelio Díaz Ufano y Peral
UNMSM,Esp.,ANESTESIOLOGIA,Libre,6,NA,NA,NA,1.695,1,45.2,15.2,69.095,Instituto Nacional de Enfermedades Neoplásicas
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,10,NA,NA,NA,1.658,1,42.8,15.2,70.658,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.961,1.5,49.6,15.2,78.261,NA
USMP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.858,1.5,48.4,15.2,76.958,NA
UNMSM,Esp.,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,LLEiSbre,8,NA,NA,NA,1.457,1.5,41.2,15.2,67.357,Hospital Nacional Dos de Mayo
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.738,1,47.2,15.2,75.138,NA
URP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.605,NA,26,15.2,50.805,NA
UNFV,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,1.948,1.5,51.2,15.2,80.848,NA
UNFV,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.873,1.5,56.8,15.2,85.373,NA
UNFV,Esp.,PATOLOGIA CLINICA,Libre,6,NA,NA,NA,1.656,NA,36.4,15.2,59.256,NA
UPCH,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,2.013,1.5,50.8,15.2,79.513,Hospital Nacional Cayetano Heredia
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Cautiva/ESSALUD,4,NA,4,NA,3.743,NA,44,21.2,76.943,Hospital Alberto Sabogal Sologuren
UPCH,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,NA,1.852,1,47.6,15.2,75.652,NA
UNA,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.625,NA,39.2,15.2,66.025,Hospital Regional Manuel Nuñez Butron - Puno
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.879,1.5,58,15.2,86.579,Hospital Nacional Arzobispo Loayza
CENTRO 1,Esp.,NEONATOLOGIA,Libre,8,NA,2,NA,1.583,1,40.4,15.2,68.183,NA
USMP,Esp.,MEDICINA ONCOLOGICA,Libre,10,NA,NA,1,1.797,1,38.8,15.2,67.797,NA
UPAO,Esp.,GASTROENTEROLOGIA,Libre,10,NA,2,NA,1.674,NA,33.2,15.2,62.074,NA
UNMSM,Esp.,REUMATOLOGIA,Libre,10,NA,NA,1,1.981,2,55.6,15.2,85.781,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.741,1,51.2,15.2,79.141,Hospital Nacional Cayetano Heredia
CENTRO 1,Sub.,RADIOLOGIA INTERVENCIONISTA,Libre,10,NA,NA,1,1.679,1,56.8,5.6,76.079,NA
UNMSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,6,NA,NA,NA,1.573,NA,37.6,15.2,60.373,NA
UNSLGI,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.864,1.5,51.6,15.2,81.164,"Hospital IV Augusto Hernández Mendoza, Ex H. Felix Torrealva Gutierrez - Ica"
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,1,1.82,1,41.2,15.2,70.22,NA
UPCH,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,1,2.147,1,43.6,15.2,72.947,Hospital Nacional Cayetano Heredia
URP,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.629,1,41.2,15.2,69.029,NA
UNP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.432,NA,31.6,15.2,58.232,NA
UNP,Esp.,CIRUGIA GENERAL,Libre,10,NA,2,1,1.686,NA,42.4,15.2,72.286,NA
USMP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.924,1,56.8,15.2,84.924,Hospital María Auxiliadora
UNFV,Esp.,OTORRINOLARINGOLOGIA,Cautiva/F.A.P.,8,NA,1,NA,2.04,NA,33.2,21.2,65.44,NA
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,0,1,47.2,15.2,73.4,NA
URP,Esp.,ANESTESIOLOGIA,Libre,10,NA,1,NA,1.749,1,38.4,15.2,67.349,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.84,1,54.8,15.2,83.84,Hospital Nacional Arzobispo Loayza
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,1,1.884,1.5,42.8,15.2,72.384,NA
UCSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,2,4,NA,NA,3.5,NA,28,15.2,52.7,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,2,NA,0,NA,49.6,15.2,74.8,NA
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.639,1,52.4,15.2,78.239,NA
USMP,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.668,NA,40.4,15.2,67.268,NA
UNA,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.749,1,40.4,15.2,68.349,Hospital Regional Manuel Nuñez Butron - Puno
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.958,1,47.2,15.2,75.358,NA
UNT,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,1,1.92,1.5,44.4,15.2,74.02,NA
URP,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.782,1,48.4,15.2,76.382,Hospital III Chimbote
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.744,1.5,38,15.2,66.444,NA
UNFV,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.502,NA,36.4,21.2,75.102,Instituto Nacional de Salud del Niño
UCSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,6,NA,NA,NA,1.658,NA,40.8,15.2,63.658,NA
URP,Esp.,DERMATOLOGIA,Libre,8,NA,NA,NA,1.766,1,46.8,15.2,72.766,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,6,NA,1,NA,1.727,1.5,47.2,15.2,72.627,NA
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.65,1,54,15.2,81.85,NA
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.796,1,50,15.2,77.996,Hospital Nacional Hipólito Unanue
UNFV,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.862,1.5,53.6,15.2,82.162,Hospital Nacional Edgardo Rebagliati Martins
UPAO,Esp.,NEUROLOGIA,Libre,6,NA,NA,NA,1.693,1.5,48.4,15.2,72.793,Hospital Regional Docente de Trujillo
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.813,1.5,49.2,15.2,77.713,Dirección de Salud del Callao - Hospital de Ventanilla
UNT,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.81,NA,50,15.2,73.01,NA
UNMSM,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.845,1.5,55.6,15.2,84.145,Hospital Militar Central
UCSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.718,NA,46.8,15.2,73.718,NA
UNFV,Esp.,PEDIATRIA,Libre,8,NA,NA,1,2.135,1.5,58.8,15.2,86.635,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.886,1.5,56.8,15.2,85.386,Hospital Nacional Hipólito Unanue
UNSA,Esp.,NEFROLOGIA,Libre,8,NA,4,NA,1.786,2,32.8,15.2,63.786,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,NA,1.725,NA,32.8,15.2,59.725,NA
UNMSM,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.862,1,43.2,15.2,71.262,NA
CENTRO 2,Sub.,NEONATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,3,NA,3.671,NA,36.8,8.8,62.271,Instituto Nacional de Salud del Niño - San Borja
URP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.889,1,38.8,15.2,64.889,NA
URP,Esp.,ENDOCRINOLOGIA,Libre,10,NA,4,NA,0,NA,40.8,15.2,70,NA
URP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,2.045,2,58.4,15.2,87.645,NA
UPAO,Esp.,MEDICINA INTENSIVA,Libre,10,NA,NA,NA,1.695,NA,42,15.2,68.895,Hospital Saul Garrido Rosillo - SAGARO
UNCP,Esp.,CIRUGIA GENERAL,Libre,10,NA,3,NA,1.658,NA,36,15.2,65.858,NA
UPAO,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,1.864,1.5,52.4,15.2,80.964,Hospital Víctor Lazarte Echegaray - Trujillo
CENTRO 3,Sub.,NEUMOLOGIA PEDIATRICA,Libre,10,NA,NA,NA,2.073,1.5,57.6,5.6,76.773,NA
UPAO,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.553,1,50.4,15.2,76.153,NA
UPAO,Esp.,RADIOLOGIA,Libre,6,NA,NA,NA,1.71,NA,49.2,15.2,72.11,NA
UNFV,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,8,NA,NA,NA,1.729,NA,24,15.2,48.929,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.904,1,46.4,15.2,74.504,NA
UPLA,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.454,NA,31.2,15.2,57.854,NA
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.719,1,37.2,15.2,65.119,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Cautiva/ESSALUD,10,NA,NA,1,1.753,NA,38,21.2,71.953,NA
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,1,2.011,1.5,55.2,15.2,84.911,Instituto Nacional de Salud del Niño
UNMSM,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.829,1,48,15.2,76.029,NA
UNSA,Esp.,NEFROLOGIA,Libre,8,NA,NA,NA,1.806,1.5,60,15.2,86.506,Hospital Carlos Alberto Seguín Escobedo - Arequipa
UNMSM,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,1,1.887,1.5,58.8,15.2,88.387,Hospital Nacional Edgardo Rebagliati Martins
UNSA,Esp.,PSIQUIATRIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/AREQUIPA,5,4,4,NA,3.272,NA,32.8,21.2,70.272,NA
UCSUR,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,6,NA,NA,NA,1.6,NA,47.6,15.2,70.4,NA
UNT,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.62,1,46,15.2,73.82,Hospital General Jaen
USMP,Esp.,PEDIATRIA,Libre,8,NA,NA,1,2.001,1,46.8,15.2,74.001,NA
UNFV,Esp.,MEDICINA DE EMERGENCIAS Y DESASTRES,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,8,NA,NA,NA,1.516,NA,38.4,21.2,69.116,Hospital Nacional Hipólito Unanue
USMP,Esp.,MEDICINA INTERNA,Libre,6,NA,NA,NA,1.624,NA,44.8,15.2,67.624,Hospital Central PNP
URP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.83,1,51.6,15.2,77.63,Hospital Alberto Sabogal Sologuren
USP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,6,NA,2,NA,1.649,NA,33.2,15.2,58.049,NA
USMP,Esp.,ANATOMIA PATOLOGICA,Libre,6,NA,NA,NA,1.859,NA,32.8,15.2,55.859,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.604,NA,40.4,15.2,67.204,NA
CENTRO 2,Sub.,OFTALMOLOGIA PEDIATRICA Y ESTRABISMO,Libre,6,NA,NA,1,3.953,NA,43.2,5.6,59.753,NA
URP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,3.58,NA,46.8,15.2,75.58,Hospital Vitarte
UNMSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.897,1.5,53.2,15.2,81.797,"Instituto Nacional de Rehabilitación ""Dra. Adriana Rebaza Flores"" Amistad Perú - Japón"
USMP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.683,1,47.6,15.2,73.483,NA
USMP,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,1.602,1,49.6,15.2,77.402,NA
UNT,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.638,1,46.4,15.2,70.238,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.686,NA,36.4,15.2,63.286,NA
UNMSM,Esp.,OTORRINOLARINGOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,2,NA,3.488,NA,34.4,21.2,71.088,Instituto Nacional de Salud del Niño
UNFV,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,2.039,1.5,53.2,15.2,82.939,Instituto Oftalmo Salud
UNSA,Esp.,PATOLOGIA CLINICA,Libre,10,NA,NA,NA,1.538,NA,28.4,15.2,55.138,NA
URP,Esp.,NEFROLOGIA,Libre,10,NA,NA,1,1.82,1.5,52,15.2,81.52,Hospital Nacional Hipólito Unanue
NORTE,Esp.,INMUNOLOGIA Y ALERGIA,Libre,10,NA,NA,NA,1.826,NA,34,15.2,61.026,NA
UNT,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.691,1.5,45.6,15.2,73.991,NA
UNA,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.574,NA,44,15.2,70.774,NA
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,2.205,NA,45.6,15.2,71.005,NA
USMP,Esp.,GASTROENTEROLOGIA,Libre,6,NA,NA,NA,3.568,NA,38.8,15.2,63.568,NA
UNMSM,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.922,2,50.4,15.2,79.522,NA
UPCH,Esp.,DERMATOLOGIA,Libre,10,NA,NA,1,1.99,1.5,57.6,15.2,87.29,Hospital Nacional Cayetano Heredia
CENTRO 1,Esp.,MEDICINA FAMILIAR Y COMUNITARIA,Libre,6,NA,4,NA,3.585,NA,31.2,15.2,59.985,NA
UPAO,Esp.,UROLOGIA,Libre,10,NA,NA,1,2.024,1.5,51.6,15.2,81.324,Hospital de Alta Complejidad Virgen de la Puerta
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.569,NA,32.4,15.2,59.169,NA
UNMSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.9,1,44.8,15.2,72.9,NA
UNSAAC,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.529,1,32,15.2,57.729,NA
UPCH,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.581,NA,31.6,15.2,54.381,NA
CENTRO 2,Esp.,NEONATOLOGIA,Libre,6,NA,NA,NA,1.861,1,49.2,15.2,73.261,NA
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.563,NA,37.2,15.2,63.963,NA
UNFV,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.795,1.5,58,15.2,86.495,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.859,1.5,43.2,15.2,71.759,NA
UPCH,Esp.,MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE,Libre,10,NA,NA,NA,1.52,1,43.6,15.2,71.32,Clinica del Trabajador
UPAO,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.341,NA,28.4,15.2,50.941,NA
UNMSM,Esp.,ANESTESIOLOGIA,Libre,6,NA,NA,NA,1.729,1,46.4,15.2,70.329,Hospital Nacional Daniel Alcides Carrión
UNSAAC,Esp.,PEDIATRIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/CUSCO,2,NA,4,NA,1.701,NA,26.8,21.2,55.701,NA
UNMSM,Esp.,DERMATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,5,4,4,1,3.759,NA,43.6,21.2,82.559,Hospital María Auxiliadora
URP,Esp.,MEDICINA INTENSIVA,Libre,6,NA,NA,NA,3.775,NA,52.4,15.2,77.375,Hospital Nacional Edgardo Rebagliati Martins
USMP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.634,1.5,52,15.2,78.334,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.925,1.5,52,15.2,80.625,NA
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,10,NA,NA,NA,1.801,1.5,54,15.2,82.501,Instituto Nacional de Enfermedades Neoplásicas
UNMSM,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,1,2.056,2,51.6,15.2,81.856,NA
CENTRO 1,Sub.,NEUROLOGIA PEDIATRICA,Libre,10,NA,NA,NA,0,NA,58.4,5.6,74,NA
UNFV,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.724,NA,35.2,15.2,60.124,NA
USP,Esp.,MEDICINA INTENSIVA,Libre,10,NA,NA,1,2.133,NA,36.4,15.2,64.733,NA
UNSA,Esp.,GASTROENTEROLOGIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/AREQUIPA,8,NA,1,NA,1.668,1,39.2,21.2,72.068,Hospital III Goyeneche - Arequipa
URP,Esp.,UROLOGIA,Libre,10,NA,NA,1,1.885,1.5,55.6,15.2,85.185,Hospital Nacional Daniel Alcides Carrión
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,2.117,2,54.8,15.2,85.117,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,1,1.764,1.5,50.4,15.2,77.864,Centro Medico Naval Cirujano Mayor Santiago Tavara
UPCH,Esp.,CIRUGIA DE CABEZA Y CUELLO,Libre,10,NA,NA,NA,1.929,1,49.6,15.2,77.729,Instituto Nacional de Enfermedades Neoplásicas
UPCH,Esp.,ADMINISTRACION Y GESTION EN SALUD,Libre,10,NA,NA,NA,1.698,NA,36,15.2,62.898,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.453,NA,27.6,21.2,66.253,Instituto Nacional Materno Perinatal
UNFV,Esp.,OTORRINOLARINGOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,1,NA,1.609,NA,26,21.2,59.809,NA
URP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.535,1,42.8,15.2,70.535,NA
UNAP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.49,NA,26.4,15.2,51.09,NA
UNA,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,2,1.5,40.4,15.2,67.1,NA
USMP,Esp.,DERMATOLOGIA,Libre,6,NA,NA,NA,1.658,1,50.4,15.2,74.258,NA
UNT,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.531,1.5,52.8,15.2,79.031,Hospital Belén de Trujillo
NORTE,Sub.,CIRUGIA ONCOLOGICA DE CABEZA Y CUELLO,Libre,10,NA,NA,NA,1.74,1,40.8,5.6,59.14,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.744,NA,38.4,15.2,61.344,NA
UCSUR,Esp.,MEDICINA DE EMERGENCIAS Y DESASTRES,Libre,6,NA,NA,NA,1.934,1.5,36.8,15.2,61.434,Hospital María Auxiliadora
